,Requested Pick Up Time,# of Pass-engers,Pick Up Location,Drop Off Location,Cancellation Time,Pickup Time,Drop Off Time,Wait Time (min),Passenger Canceled?,Cancellation Message,lat,long
9552,2/26/19 21:03,1,EMS Cramer,"3495 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 21:46,2/26/19 21:49,42.0,no,,,EMS Cramer
9553,2/26/19 21:04,1,Sandburg,McDonald's - North,2/26/19 21:05,,,,yes,I've had a change in my plans,,Sandburg
9554,2/26/19 21:04,1,"1912 East Linnwood Avenue, Milwaukee, Wisconsin 53211, United States","UWM Architecture & Urban Planning Building, 2131 E Hartford Ave, Milwaukee, Wisconsin, United States, 53211",2/26/19 22:10,,,,no,No show,43.0730587,-87.8860894
9555,2/26/19 21:06,1,Sandburg,Oakland Gyros,,2/26/19 21:23,2/26/19 21:28,17.0,no,,,Sandburg
9556,2/26/19 21:07,1,EMS Cramer,"2595 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/26/19 21:45,2/26/19 21:54,38.0,no,,,EMS Cramer
9557,2/26/19 21:08,1,"2860 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","3309 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/26/19 21:45,2/26/19 21:48,36.0,no,,43.0707639,-87.885092
9558,2/26/19 21:09,2,BelAirÛÒDowner,"2727 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 21:55,2/26/19 21:57,46.0,no,,,BelAirÛÒDowner
9559,2/26/19 21:09,5,"Ian's Pizza, 2035 E North Ave, Milwaukee, Wisconsin, United States, 53202",Sandburg,,2/26/19 21:30,2/26/19 21:35,21.0,no,,43.0599374,-87.884303
9560,2/26/19 21:10,1,Library,"2858 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 21:10,,,,yes,Wait time is too long,,Library
9561,2/26/19 21:10,1,Englemann,"3575 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 22:00,2/26/19 22:03,50.0,no,,,Englemann
9562,2/26/19 21:12,1,"3249 N Hackett Ave, Milwaukee, WI 53211, USA","2735 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 22:28,2/26/19 22:33,76.0,no,,43.076713,-87.877054
9563,2/26/19 21:12,3,Sandburg,Upark,2/26/19 21:46,,,,no,No show,,Sandburg
9564,2/26/19 21:12,1,CVSÛÒBrady,Cambridge Commons,2/26/19 21:18,,,,yes,I'm not ready to go,,CVSÛÒBrady
9565,2/26/19 21:13,1,Library,"1912 East Linnwood Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 21:44,2/26/19 21:48,31.0,no,,,Library
9566,2/26/19 21:13,2,BelAirÛÒDowner,"2727 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 21:49,,,,yes,I've had a change in my plans,,BelAirÛÒDowner
9567,2/26/19 21:13,1,Union South,"2840 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 21:16,,,,yes,Wait time is too long,,Union South
9568,2/26/19 21:14,2,Sandburg,7-Eleven - North,2/26/19 21:24,,,,no,No show,,Sandburg
9569,2/26/19 21:14,1,Walmart,"2612 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 21:40,,,,yes,Wait time is too long,,Walmart
9570,2/26/19 21:14,1,"2521 North Downer Avenue, Milwaukee, Wisconsin 53211, United States","1914 North Prospect Avenue, Milwaukee, Wisconsin 53202, United States",,2/26/19 22:12,2/26/19 22:17,57.0,no,,43.0642602,-87.8784877
9571,2/26/19 21:15,1,Sandburg,Walmart,,2/26/19 21:45,2/26/19 22:01,29.0,no,,,Sandburg
9572,2/26/19 21:16,1,"2863 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",WalgreensÛÒOakland,,2/26/19 22:00,2/26/19 22:03,44.0,no,,43.0708569,-87.880861
9573,2/26/19 21:16,1,"2555 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","4540 North Wilson Drive, Shorewood, Wisconsin 53211, United States",,2/26/19 21:59,2/26/19 22:16,43.0,no,,43.0651249,-87.8883798
9574,2/26/19 21:16,1,"3045 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","630 East Locust Street, Milwaukee, Wisconsin 53212, United States",,2/26/19 22:04,2/26/19 22:09,47.0,no,,43.073893,-87.88826499999999
9575,2/26/19 21:18,1,CVSÛÒBrady,Cambridge Commons,2/26/19 21:18,,,,yes,I'm not ready to go,,CVSÛÒBrady
9576,2/26/19 21:18,1,Sandburg,"1600 East River Park Court, Milwaukee, Wisconsin 53211, United States",,2/26/19 22:15,2/26/19 22:20,56.0,no,,,Sandburg
9577,2/26/19 21:19,1,Library,"2612 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 21:44,2/26/19 21:53,25.0,no,,,Library
9578,2/26/19 21:20,1,"FedEx Office Print & Ship Center, 1703 N Farwell Ave, Milwaukee, Wisconsin, United States, 53202",Cambridge Commons,2/26/19 21:26,,,,yes,I'm not ready to go,43.0533218,-87.8922243
9579,2/26/19 21:20,1,CVSÛÒBrady,Cambridge Commons,2/26/19 21:25,,,,yes,I'm not ready to go,,CVSÛÒBrady
9580,2/26/19 21:24,1,"2611 E Hampshire Ave, Milwaukee, Wisconsin 53211, United States",Upark,2/26/19 22:07,,,,yes,Wait time is too long,43.075444,-87.87742999999999
9581,2/26/19 21:25,1,"3369 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","UWM Golda Meir Library, 2311 E Hartford Ave, Milwaukee, Wisconsin, United States, 53211",2/26/19 22:19,,,,no,No show,43.0791614,-87.8880923
9582,2/26/19 21:25,1,"3950 N Holton St, Milwaukee, WI 53212, USA","3355 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 22:12,,,,no,No show,43.08788759999999,-87.9042104
9583,2/26/19 21:29,1,Library,"2855 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 21:44,2/26/19 21:51,15.0,no,,,Library
9584,2/26/19 21:30,2,Library,"2945 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 21:47,,,,no,employee called in,,Library
9585,2/26/19 21:33,1,Union North,Upark,2/26/19 21:52,,,,yes,Wait time is too long,,Union North
9586,2/26/19 21:33,1,Sandburg,"3051 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 21:44,,,,yes,Wait time is too long,,Sandburg
9587,2/26/19 21:33,1,Thainamite,Cambridge Commons,,2/26/19 22:24,2/26/19 22:27,50.0,no,,,Thainamite
9588,2/26/19 21:34,1,Sandburg,"3107 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 21:34,,,,yes,I've had a change in my plans,,Sandburg
9589,2/26/19 21:34,1,"1830 North Arlington Place, Milwaukee, Wisconsin 53202, United States","Maryland Park Apt., 2727 N Maryland Ave, Milwaukee, Wisconsin, United States, 53211",2/26/19 21:34,,,,yes,I've had a change in my plans,43.0550988,-87.89460919999999
9590,2/26/19 21:34,1,"3069 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Klotsche,2/26/19 21:39,,,,yes,Wait time is too long,43.0744458,-87.8882265
9591,2/26/19 21:34,3,"2649 North Weil Street, Milwaukee, Wisconsin 53212, United States","1916 East Webster Place, Milwaukee, Wisconsin 53211, United States",,2/26/19 22:09,2/26/19 22:24,34.0,no,,43.0667492,-87.8994388
9592,2/26/19 21:35,3,"2949 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","The Jazz Estate, 2423 N Murray Ave., Milwaukee, Wisconsin, 53211, United States of America",,2/26/19 22:20,2/26/19 22:26,45.0,no,,43.0721347,-87.884477
9593,2/26/19 21:37,1,Walmart,Sandburg,2/26/19 21:51,,,,yes,Wait time is too long,,Walmart
9594,2/26/19 21:37,2,"2704 East Hartford Avenue, Milwaukee, Wisconsin 53211, United States","2948 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/26/19 22:35,2/26/19 22:39,58.0,no,,43.0777279,-87.87645640000001
9595,2/26/19 21:38,5,"2830 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Landmark Lanes,2/26/19 22:16,,,,yes,Wait time is too long,43.0701545,-87.88260969999999
9596,2/26/19 21:40,1,Klotsche,"2912 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 22:23,2/26/19 22:27,43.0,no,,,Klotsche
9597,2/26/19 21:40,1,"2129 East Kenwood Boulevard, Milwaukee, Wisconsin 53211, United States","3206 North Marietta Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 22:36,2/26/19 22:38,55.0,no,,43.07435539999999,-87.8832329
9598,2/26/19 21:41,1,"1869 North Cambridge Avenue, Milwaukee, Wisconsin 53202, United States","3014 North Shepard Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 22:18,,,,no,No show,43.0559556,-87.8927501
9599,2/26/19 21:41,1,Library,"2508 East Belleview Place, Milwaukee, Wisconsin 53211, United States",2/26/19 21:47,,,,yes,Wait time is too long,,Library
9600,2/26/19 21:41,1,Music Building Parking,"3232 N Holton St, Milwaukee, WI 53212, USA",,2/26/19 22:38,2/26/19 22:51,56.0,no,,,Music Building Parking
9601,2/26/19 21:41,1,Union South,"2634 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 21:56,2/26/19 22:07,14.0,no,,,Union South
9602,2/26/19 21:43,1,CVSÛÒBrady,Cambridge Commons,2/26/19 22:06,,,,yes,Wait time is too long,,CVSÛÒBrady
9603,2/26/19 21:44,1,Union South,"2563 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 21:56,2/26/19 22:02,12.0,no,,,Union South
9604,2/26/19 21:45,4,"2936 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","3400 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 22:27,2/26/19 22:32,41.0,no,,43.07190689999999,-87.8840324
9605,2/26/19 21:47,2,"2608 East Newport Avenue, Milwaukee, Wisconsin 53211, United States","3079 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 22:23,2/26/19 22:34,35.0,no,,43.0796068,-87.87743259999999
9606,2/26/19 21:48,1,"3575 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","UWM Sandburg Hall, 3400 N Maryland Ave, Milwaukee, Wisconsin, United States, 53211",2/26/19 22:08,,,,yes,I've had a change in my plans,43.0835882,-87.8879436
9607,2/26/19 21:50,1,"3055 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","3036 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 22:38,2/26/19 22:42,48.0,no,,43.0741798,-87.8881881
9608,2/26/19 21:50,1,Lubar,"1706 N Prospect Ave, Milwaukee, WI 53202, USA",2/26/19 22:16,,,,yes,Wait time is too long,,Lubar
9609,2/26/19 21:50,1,Library,"2570 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 22:23,2/26/19 22:30,32.0,no,,,Library
9610,2/26/19 21:51,1,"3220 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2973 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 22:01,,,,yes,It took too long to receive my ETA,43.07615939999999,-87.887571
9611,2/26/19 21:51,1,Union South,"915 East Wright Street, Milwaukee, Wisconsin 53212, United States",2/26/19 22:01,,,,no,rider called in,,Union South
9612,2/26/19 21:52,1,"2020 East Park Place, Milwaukee, Wisconsin 53211, United States",NWQ,,2/26/19 22:39,2/26/19 22:44,47.0,no,,43.0674869,-87.88471
9613,2/26/19 21:53,2,Library,"3221 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 22:25,2/26/19 22:32,31.0,no,,,Library
9614,2/26/19 21:53,1,"1914 North Prospect Avenue, Milwaukee, Wisconsin 53202, United States","2233 N Summit Ave, Milwaukee, WI 53202, USA",,2/26/19 22:39,2/26/19 22:41,46.0,no,,43.0548626,-87.88851079999999
9615,2/26/19 21:53,2,Sandburg,Vitucci's,2/26/19 22:17,,,,yes,Wait time is too long,,Sandburg
9616,2/26/19 21:53,1,"2969 N Murray Ave, Milwaukee, WI 53211, USA","1725 East Kane Place, Milwaukee, Wisconsin 53202, United States",,2/26/19 22:27,2/26/19 22:36,33.0,no,,43.0725477,-87.88571519999999
9617,2/26/19 21:54,1,Union South,"2945 North Newhall Street, Milwaukee, Wisconsin 53211, United States",2/26/19 22:32,,,,no,No show,,Union South
9618,2/26/19 21:54,2,EMS Cramer,"3434 North Newhall Street, Milwaukee, Wisconsin 53211, United States",,2/26/19 22:30,2/26/19 22:32,35.0,no,,,EMS Cramer
9619,2/26/19 21:54,1,"3249 North Hackett Avenue, Milwaukee, Wisconsin 53211, United States","3206 North Booth Street, Milwaukee, Wisconsin 53212, United States",,2/26/19 22:38,2/26/19 22:45,44.0,no,,43.076713,-87.877054
9620,2/26/19 21:55,1,"La Masa, 1300 E Brady St, Milwaukee, Wisconsin, 53202, United States of America","3031 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 22:53,2/26/19 23:01,57.0,no,,43.0531312,-87.89471859999999
9621,2/26/19 21:57,1,"2926 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,2/26/19 22:23,,,,yes,Wait time is too long,43.071652,-87.883831
9622,2/26/19 21:57,1,"3333 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","3047 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/26/19 22:40,2/26/19 22:42,43.0,no,,43.078417,-87.88813619999999
9623,2/26/19 21:57,1,EMS Parking,"2588 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 22:03,,,,yes,Wait time is too long,,EMS Parking
9624,2/26/19 21:58,2,"2716 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","Thurman's 15, 1731 N Arlington Pl, Milwaukee, Wisconsin, 53202, United States of America",,2/26/19 22:56,2/26/19 23:01,58.0,no,,43.067866,-87.8851923
9625,2/26/19 21:58,6,"2934 North Cramer Street, Milwaukee, Wisconsin 53211, United States","Hi Hat Garage, 1709 N Arlington Pl, Milwaukee, Wisconsin, United States, 53202",2/26/19 22:42,,,,yes,Wait time is too long,43.0718585,-87.88645780000002
9626,2/26/19 21:58,1,Sandburg,"3039 N Maryland Ave, Milwaukee, WI 53211, USA",,2/26/19 22:29,2/26/19 22:33,30.0,no,,,Sandburg
9627,2/26/19 21:59,3,Sandburg,Upark,,2/26/19 22:05,2/26/19 22:12,5.0,no,,,Sandburg
9628,2/26/19 21:59,1,"3335 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2704 East Hartford Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 22:43,2/26/19 22:46,43.0,no,,43.078417,-87.88813619999999
9629,2/26/19 22:01,1,"2759 North Bremen Street, Milwaukee, Wisconsin 53212, United States",Arch Court,,2/26/19 23:06,2/26/19 23:10,65.0,no,,43.0687419,-87.900627
9630,2/26/19 22:01,1,"932 E Wright St, Milwaukee, WI 53212, USA","2865 N Booth St, Milwaukee, WI 53212, USA",,2/26/19 22:57,2/26/19 22:59,55.0,no,,43.0639614,-87.899343
9631,2/26/19 22:04,1,EMS Parking,"2616 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 22:47,2/26/19 22:55,43.0,no,,,EMS Parking
9632,2/26/19 22:04,1,WalgreensÛÒOakland,"2863 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 22:04,,,,yes,I'm not ready to go,,WalgreensÛÒOakland
9633,2/26/19 22:04,2,"2968 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2480 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 22:39,,,,yes,Wait time is too long,43.0725196,-87.88752470000001
9634,2/26/19 22:05,1,"The Halal Guys, 3133 N Oakland Ave, Milwaukee, Wisconsin, 53211, United States of America","3434 North Newhall Street, Milwaukee, Wisconsin 53211, United States",,2/26/19 22:48,2/26/19 22:52,42.0,no,,43.07546900000001,-87.8880753
9635,2/26/19 22:07,1,Walmart,Sandburg,,2/26/19 23:06,2/26/19 23:15,58.0,no,,,Walmart
9636,2/26/19 22:08,1,Klotsche,"3228 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 22:53,2/26/19 22:59,45.0,no,,,Klotsche
9637,2/26/19 22:09,1,"1807 East Kenwood Boulevard, Milwaukee, Wisconsin 53211, United States","2931 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 22:40,2/26/19 22:44,31.0,no,,43.074371,-87.88749399999999
9638,2/26/19 22:10,2,Library,WalgreensÛÒOakland,2/26/19 22:22,,,,yes,Wait time is too long,,Library
9639,2/26/19 22:10,3,"2936 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Garage,2/26/19 22:42,,,,yes,Wait time is too long,43.0718746,-87.8864507
9640,2/26/19 22:11,1,Sandburg,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/26/19 23:02,2/26/19 23:24,51.0,no,,,Sandburg
9641,2/26/19 22:12,1,"3036 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","UWM Cambridge Commons, 2323 N Cambridge Ave, Milwaukee, Wisconsin, United States, 53202",,2/26/19 22:29,2/26/19 22:45,17.0,no,,43.073676,-87.883799
9642,2/26/19 22:12,1,EMS Parking,"1830 North Oakland Avenue, Milwaukee, Wisconsin 53202, United States",,2/26/19 23:16,2/26/19 23:29,63.0,no,,,EMS Parking
9643,2/26/19 22:13,1,"3369 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/26/19 23:20,2/26/19 23:23,67.0,no,,43.0791633,-87.88922319999999
9644,2/26/19 22:14,1,USR Parking,"1816 East Kane Place, Milwaukee, Wisconsin 53202, United States",,2/26/19 23:02,2/26/19 23:25,47.0,no,,,USR Parking
9645,2/26/19 22:17,1,Knuckleheads,Sandburg,2/26/19 23:01,,,,yes,It took too long to receive my ETA,,Knuckleheads
9646,2/26/19 22:17,1,Knuckleheads,Cambridge Commons,,2/26/19 22:44,2/26/19 22:47,26.0,no,,,Knuckleheads
9647,2/26/19 22:19,1,"3031 North Downer Avenue, Milwaukee, Wisconsin 53211, United States","2846 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 22:53,2/26/19 22:55,33.0,no,,43.073472,-87.878338
9648,2/26/19 22:19,1,NWQ,"3575 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 23:35,2/26/19 23:37,75.0,no,,,NWQ
9649,2/26/19 22:20,1,Klotsche,"The Park at 1824, 1824 E Park Pl, Milwaukee, Wisconsin 53211, United States",2/26/19 22:38,,,,yes,Wait time is too long,,Klotsche
9650,2/26/19 22:21,1,"1869 North Cambridge Avenue, Milwaukee, Wisconsin 53202, United States","3014 North Shepard Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 22:21,,,,yes,Wait time is too long,43.0559556,-87.8927501
9651,2/26/19 22:22,2,"2726 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",Library,,2/26/19 22:50,2/26/19 22:56,27.0,no,,43.06798,-87.877675
9652,2/26/19 22:22,1,"3445 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2105 East Kenwood Boulevard, Milwaukee, Wisconsin 53211, United States",2/26/19 22:52,,,,yes,Wait time is too long,43.0805063,-87.8880731
9653,2/26/19 22:23,1,Library,"2545 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 23:17,,,,no,No show,,Library
9654,2/26/19 22:23,1,"3558 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/26/19 23:07,2/26/19 23:11,44.0,no,,43.0837097,-87.88609869999999
9655,2/26/19 22:23,1,Arch Court,"3114 North Bartlett Avenue, Milwaukee, Wisconsin",2/26/19 22:27,,,,yes,Wait time is too long,,Arch Court
9656,2/26/19 22:24,1,Union South,"3130 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 22:49,2/26/19 22:57,25.0,no,,,Union South
9657,2/26/19 22:24,1,"3022 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States","2823 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/26/19 22:24,,,,yes,I've had a change in my plans,43.073379,-87.881328
9658,2/26/19 22:26,1,"919 East Clarke Street, Milwaukee, Wisconsin 53212, United States","2637 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 22:30,,,,yes,Wait time is too long,43.06559120000001,-87.8996702
9659,2/26/19 22:26,1,Arch Court,"1706 East Beverly Road, Milwaukee, Wisconsin 53211, United States",2/26/19 22:29,,,,yes,Wait time is too long,,Arch Court
9660,2/26/19 22:27,1,Lubar,"3240 North Cambridge Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 22:27,,,,yes,Wait time is too long,,Lubar
9661,2/26/19 22:28,1,Library,"3240 North Cambridge Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 23:16,2/26/19 23:14,,46.0,yes,Wait time is too long,,Library
9662,2/26/19 22:29,1,Union North,"3869 North Humboldt Boulevard, Milwaukee, Wisconsin 53212, United States",,2/26/19 22:38,2/26/19 22:48,8.0,no,,,Union North
9663,2/26/19 22:30,1,"3249 North Hackett Avenue, Milwaukee, Wisconsin 53211, United States","2820 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 23:29,2/26/19 23:32,59.0,no,,43.076713,-87.877054
9664,2/26/19 22:30,1,Klotsche,"4014 N Richland Ct, Shorewood, WI 53211, USA",2/26/19 22:39,,,,yes,I've had a change in my plans,,Klotsche
9665,2/26/19 22:30,1,Union North,"1710 East Providence Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 22:38,2/26/19 22:38,7.0,no,,,Union North
9666,2/26/19 22:33,1,Library,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/26/19 23:06,2/26/19 23:24,33.0,no,,,Library
9667,2/26/19 22:34,1,Union North,"1154 E Singer Cr, Milwaukee, Wisconsin 53212, United States",,2/26/19 23:16,2/26/19 23:18,42.0,no,,,Union North
9668,2/26/19 22:35,1,"The Villager Apartments, 3955 N Murray Ave, Shorewood, WI 53211, USA",Kenilworth,,2/26/19 23:14,2/26/19 23:21,39.0,no,,43.0889786,-87.8853062
9669,2/26/19 22:36,1,"2971 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","3062 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 23:53,,,,no,No show,43.072525,-87.883335
9670,2/26/19 22:36,4,"3216 North Marietta Avenue, Milwaukee, Wisconsin 53211, United States","2965 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/26/19 22:36,,,,yes,Wait time is too long,43.076102,-87.872974
9671,2/26/19 22:37,1,"3334 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2857 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 23:33,2/26/19 23:37,55.0,no,,43.078426,-87.887385
9672,2/26/19 22:38,2,"3372 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,2/26/19 22:38,,,,yes,I'm not ready to go,43.079138,-87.8774339
9673,2/26/19 22:39,1,Arch Court,"3560 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/26/19 22:40,,,,yes,Wait time is too long,,Arch Court
9674,2/26/19 22:40,1,Library,"3075 North Newhall Street, Milwaukee, Wisconsin 53211, United States",,2/26/19 23:09,2/26/19 23:21,29.0,no,,,Library
9675,2/26/19 22:40,1,Library,"1703 N Farwell Ave, Milwaukee, WI 53202, USA",2/26/19 22:54,,,,yes,I'm not ready to go,,Library
9676,2/26/19 22:40,1,Klotsche,"2645 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 23:37,,,,no,No show,,Klotsche
9677,2/26/19 22:41,2,"3238 North Newhall Street, Milwaukee, Wisconsin 53211, United States","2211 North Cambridge Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 23:59,2/27/19 0:06,77.0,no,,43.076534,-87.889904
9678,2/26/19 22:44,2,"3028 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","UWM Sandburg Hall, 3400 N Maryland Ave, Milwaukee, Wisconsin, United States, 53211",,2/26/19 23:06,2/26/19 23:08,22.0,no,,43.073456,-87.883802
9679,2/26/19 22:44,1,"2472 N Bartlett Ave, Milwaukee, WI 53211, USA","2940 N Bartlett Ave, Milwaukee, WI 53211, USA",2/26/19 22:49,,,,yes,It took too long to receive my ETA,43.063018,-87.88890699999999
9680,2/26/19 22:45,1,Klotsche,"1805 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/26/19 23:31,2/26/19 23:36,45.0,no,,,Klotsche
9681,2/26/19 22:47,1,"2855 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","3123 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 23:06,,,,yes,I'm not ready to go,43.07063,-87.88583899999999
9682,2/26/19 22:49,1,"3030 N Farwell Ave, Milwaukee, WI 53211, USA","3568 N Oakland Ave, Shorewood, WI 53211, USA",2/26/19 22:54,,,,yes,I'm not ready to go,43.07349,-87.881326
9683,2/26/19 22:50,1,Cambridge Commons,"2859 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/26/19 22:50,,,,yes,I've had a change in my plans,,Cambridge Commons
9684,2/26/19 22:50,1,"2499 N Bartlett Ave, Milwaukee, WI 53211, USA","2744 N Booth St, Milwaukee, WI 53212, USA",,2/26/19 23:45,2/26/19 23:53,55.0,no,,43.0636347,-87.8895072
9685,2/26/19 22:50,2,Qdoba,Sandburg,2/26/19 23:40,,,,yes,Wait time is too long,,Qdoba
9686,2/26/19 22:51,1,Lubar,"3909 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 23:37,2/26/19 23:41,46.0,no,,,Lubar
9687,2/26/19 22:52,1,"2511 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/26/19 23:24,2/26/19 23:29,31.0,no,,43.0640774,-87.8808135
9688,2/26/19 22:55,1,Library,"1703 N Farwell Ave, Milwaukee, WI 53202, USA",,2/26/19 23:22,2/26/19 23:33,27.0,no,,,Library
9689,2/26/19 22:57,1,KIRC Parking,"2233 North Summit Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 23:49,2/26/19 23:57,52.0,no,,,KIRC Parking
9690,2/26/19 22:57,1,"3445 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2105 East Kenwood Boulevard, Milwaukee, Wisconsin 53211, United States",2/26/19 23:21,,,,yes,It took too long to receive my ETA,43.0805063,-87.8880731
9691,2/26/19 23:01,1,"2749 North Cramer Street, Milwaukee, Wisconsin 53211, United States","1614 East Royall Place, Milwaukee, Wisconsin 53202, United States",,2/26/19 23:54,2/27/19 0:01,52.0,no,,43.068528,-87.8869038
9692,2/26/19 23:04,2,Library,"2726 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 23:13,,,,yes,Wait time is too long,,Library
9693,2/26/19 23:06,1,Columbia St. Mary's - Main,Sandburg,,2/26/19 23:35,2/26/19 23:47,29.0,no,,,Columbia St. Mary's - Main
9694,2/26/19 23:06,1,Klotsche,"2588 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 23:38,2/26/19 23:45,31.0,no,,,Klotsche
9695,2/26/19 23:08,1,Vitucci's,"3426 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 23:33,,,,yes,I'm not ready to go,,Vitucci's
